GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G1801570","2010","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",37983,"Tippecanoe County, Indiana",4071
"G1801630","2010","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",40290,"Vanderburgh County, Indiana",2541
"G1801670","2010","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",39429,"Vigo County, Indiana",4058
"G1801770","2010","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",36079,"Wayne County, Indiana",2668
"G1900130","2010","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",43341,"Black Hawk County, Iowa",2782
"G1900490","2010","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",63915,"Dallas County, Iowa",6605
"G1900610","2010","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",49776,"Dubuque County, Iowa",2537
"G1901030","2010","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",49226,"Johnson County, Iowa",4005
"G1901130","2010","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",54539,"Linn County, Iowa",2677
"G1901530","2010","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",53866,"Polk County, Iowa",2365
"G1901550","2010","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",47864,"Pottawattamie County, Iowa",3580
"G1901630","2010","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",47206,"Scott County, Iowa",1797
"G1901690","2010","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",48034,"Story County, Iowa",2922
"G1901930","2010","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",42208,"Woodbury County, Iowa",2361
"G2000150","2010","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",53503,"Butler County, Kansas",5311
"G2000450","2010","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",47263,"Douglas County, Kansas",4051
"G2000910","2010","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",71008,"Johnson County, Kansas",2086
"G2001030","2010","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",61310,"Leavenworth County, Kansas",3315
"G2001610","2010","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",45246,"Riley County, Kansas",5634
"G2001730","2010","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",45726,"Sedgwick County, Kansas",1213
"G2001770","2010","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",44431,"Shawnee County, Kansas",2754
"G2002090","2010","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",37293,"Wyandotte County, Kansas",2967
"G2100150","2010","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",64008,"Boone County, Kentucky",4359
"G2100290","2010","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",50702,"Bullitt County, Kentucky",4640
"G2100370","2010","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",44829,"Campbell County, Kentucky",4236
"G2100470","2010","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",36153,"Christian County, Kentucky",2072
"G2100590","2010","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",41277,"Daviess County, Kentucky",2313
"G2100670","2010","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",44895,"Fayette County, Kentucky",3767
"G2100930","2010","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",43421,"Hardin County, Kentucky",3070
"G2101110","2010","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",42305,"Jefferson County, Kentucky",1145
"G2101170","2010","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",50872,"Kenton County, Kentucky",2471
"G2101450","2010","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",42035,"McCracken County, Kentucky",5065
"G2101510","2010","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",42013,"Madison County, Kentucky",2443
"G2101950","2010","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",26927,"Pike County, Kentucky",2446
"G2102270","2010","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",38700,"Warren County, Kentucky",4387
"G2200050","2010","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",63814,"Ascension Parish, Louisiana",8224
"G2200150","2010","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",49154,"Bossier Parish, Louisiana",6329
"G2200170","2010","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",36835,"Caddo Parish, Louisiana",3321
"G2200190","2010","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",39830,"Calcasieu Parish, Louisiana",2523
"G2200330","2010","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",44964,"East Baton Rouge Parish, Louisiana",2381
"G2200450","2010","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",41709,"Iberia Parish, Louisiana",6580
"G2200510","2010","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",46559,"Jefferson Parish, Louisiana",1235
"G2200550","2010","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",48368,"Lafayette Parish, Louisiana",3485
"G2200570","2010","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",47442,"Lafourche Parish, Louisiana",5695
"G2200630","2010","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",53277,"Livingston Parish, Louisiana",2798
"G2200710","2010","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",37726,"Orleans Parish, Louisiana",2378
"G2200730","2010","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",37449,"Ouachita Parish, Louisiana",3619
"G2200790","2010","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",40377,"Rapides Parish, Louisiana",2986
"G2200970","2010","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",33388,"St. Landry Parish, Louisiana",3456
"G2201030","2010","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",59350,"St. Tammany Parish, Louisiana",2587
"G2201050","2010","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",37390,"Tangipahoa Parish, Louisiana",3977
"G2201090","2010","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",48583,"Terrebonne Parish, Louisiana",6660
"G2300010","2010","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",41190,"Androscoggin County, Maine",3303
"G2300030","2010","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",36403,"Aroostook County, Maine",2547
"G2300050","2010","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",58562,"Cumberland County, Maine",2997
"G2300110","2010","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",44964,"Kennebec County, Maine",3781
"G2300190","2010","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",42964,"Penobscot County, Maine",3302
"G2300310","2010","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",54880,"York County, Maine",3795
"G2400010","2010","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",35039,"Allegany County, Maryland",4244
"G2400030","2010","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",81455,"Anne Arundel County, Maryland",2437
"G2400050","2010","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",62543,"Baltimore County, Maryland",2151
"G2400090","2010","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",88862,"Calvert County, Maryland",6555
"G2400130","2010","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",82077,"Carroll County, Maryland",4295
"G2400150","2010","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",62427,"Cecil County, Maryland",4547
"G2400170","2010","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",87007,"Charles County, Maryland",6752
"G2400210","2010","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",82133,"Frederick County, Maryland",5320
"G2400250","2010","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",71835,"Harford County, Maryland",4255
"G2400270","2010","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",101771,"Howard County, Maryland",3736
"G2400310","2010","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",89155,"Montgomery County, Maryland",2873
"G2400330","2010","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",70019,"Prince George's County, Maryland",1663
"G2400370","2010","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",88444,"St. Mary's County, Maryland",7013
"G2400430","2010","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",52857,"Washington County, Maryland",4586
"G2400450","2010","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",49913,"Wicomico County, Maryland",4276
"G2405100","2010","MD",,,"Maryland","24","Baltimore City","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",38346,"Baltimore city, Maryland",1533
"G2500010","2010","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",55294,"Barnstable County, Massachusetts",3372
"G2500030","2010","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",44190,"Berkshire County, Massachusetts",3290
"G2500050","2010","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",51319,"Bristol County, Massachusetts",1398
"G2500090","2010","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",61789,"Essex County, Massachusetts",1638
"G2500110","2010","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",50001,"Franklin County, Massachusetts",3803
"G2500130","2010","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",46447,"Hampden County, Massachusetts",1763
"G2500150","2010","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",58449,"Hampshire County, Massachusetts",3411
"G2500170","2010","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",75534,"Middlesex County, Massachusetts",1429
"G2500210","2010","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",80440,"Norfolk County, Massachusetts",2689
"G2500230","2010","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",72076,"Plymouth County, Massachusetts",1949
"G2500250","2010","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",50020,"Suffolk County, Massachusetts",2342
"G2500270","2010","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",61212,"Worcester County, Massachusetts",1215
"G2600050","2010","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",44847,"Allegan County, Michigan",2290
"G2600170","2010","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",45451,"Bay County, Michigan",3876
"G2600210","2010","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",40329,"Berrien County, Michigan",2469
"G2600250","2010","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",42921,"Calhoun County, Michigan",2705
"G2600370","2010","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",58288,"Clinton County, Michigan",2895
"G2600450","2010","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",52042,"Eaton County, Michigan",2001
"G2600490","2010","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",38819,"Genesee County, Michigan",1835
"G2600550","2010","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",47389,"Grand Traverse County, Michigan",2996
"G2600650","2010","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",43171,"Ingham County, Michigan",1693
"G2600730","2010","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",31014,"Isabella County, Michigan",3379
"G2600750","2010","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",42862,"Jackson County, Michigan",3048
"G2600770","2010","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",43419,"Kalamazoo County, Michigan",1954
"G2600810","2010","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",47781,"Kent County, Michigan",1532
"G2600870","2010","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",49190,"Lapeer County, Michigan",2555
"G2600910","2010","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",45563,"Lenawee County, Michigan",2528
"G2600930","2010","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",65197,"Livingston County, Michigan",1867
"G2600990","2010","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",49160,"Macomb County, Michigan",1229
"G2601030","2010","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",44684,"Marquette County, Michigan",2457
"G2601110","2010","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",48706,"Midland County, Michigan",3321
"G2601150","2010","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",50034,"Monroe County, Michigan",2310
"G2601210","2010","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",38621,"Muskegon County, Michigan",3393
"G2601250","2010","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",60266,"Oakland County, Michigan",1036
"G2601390","2010","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",53056,"Ottawa County, Michigan",1964
"G2601450","2010","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",41938,"Saginaw County, Michigan",1484
"G2601470","2010","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",44369,"St. Clair County, Michigan",2121
"G2601550","2010","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",46528,"Shiawassee County, Michigan",3767
"G2601590","2010","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",44242,"Van Buren County, Michigan",2889
"G2601610","2010","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",55880,"Washtenaw County, Michigan",2321
"G2601630","2010","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",39408,"Wayne County, Michigan",861
"G2700030","2010","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",65771,"Anoka County, Minnesota",1579
"G2700190","2010","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",80173,"Carver County, Minnesota",5271
"G2700370","2010","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",69508,"Dakota County, Minnesota",2131
"G2700530","2010","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",59236,"Hennepin County, Minnesota",1390
"G2701090","2010","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",60721,"Olmsted County, Minnesota",3062
"G2701230","2010","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",50136,"Ramsey County, Minnesota",1305
"G2701370","2010","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",41801,"St. Louis County, Minnesota",1619
"G2701390","2010","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",77314,"Scott County, Minnesota",3601
"G2701410","2010","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",69971,"Sherburne County, Minnesota",3505
"G2701450","2010","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",50150,"Stearns County, Minnesota",2569
"G2701630","2010","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",77239,"Washington County, Minnesota",3081
"G2701710","2010","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",66833,"Wright County, Minnesota",4898
"G2800330","2010","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",60385,"DeSoto County, Mississippi",4476
"G2800350","2010","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",31327,"Forrest County, Mississippi",6220
"G2800470","2010","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",41970,"Harrison County, Mississippi",2845
"G2800490","2010","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",37358,"Hinds County, Mississippi",1923
"G2800590","2010","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",44951,"Jackson County, Mississippi",3491
"G2800670","2010","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",35913,"Jones County, Mississippi",2779
"G2800750","2010","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",31334,"Lauderdale County, Mississippi",3778
"G2800810","2010","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",41260,"Lee County, Mississippi",6175
"G2800890","2010","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",55362,"Madison County, Mississippi",7842
"G2801210","2010","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",49293,"Rankin County, Mississippi",3625
"G2900190","2010","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",41006,"Boone County, Missouri",2095
"G2900210","2010","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",41647,"Buchanan County, Missouri",4130
"G2900310","2010","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",44589,"Cape Girardeau County, Missouri",4098
"G2900370","2010","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",57100,"Cass County, Missouri",2698
"G2900430","2010","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",47671,"Christian County, Missouri",4321
"G2900470","2010","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",54884,"Clay County, Missouri",2957
"G2900510","2010","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",53080,"Cole County, Missouri",6041
"G2900710","2010","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",42905,"Franklin County, Missouri",6194
"G2900770","2010","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",37203,"Greene County, Missouri",2025
"G2900950","2010","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",44502,"Jackson County, Missouri",1341
"G2900970","2010","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",37560,"Jasper County, Missouri",2008
"G2900990","2010","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",52627,"Jefferson County, Missouri",1907
"G2901650","2010","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",67221,"Platte County, Missouri",4247
"G2901830","2010","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",64608,"St. Charles County, Missouri",2355
"G2901870","2010","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",33428,"St. Francois County, Missouri",3675
"G2901890","2010","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",55110,"St. Louis County, Missouri",1569
"G2905100","2010","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",32688,"St. Louis city, Missouri",1366
"G3000130","2010","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",41871,"Cascade County, Montana",1857
"G3000290","2010","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",41854,"Flathead County, Montana",3142
"G3000310","2010","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",49506,"Gallatin County, Montana",2850
"G3000630","2010","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",45596,"Missoula County, Montana",4035
"G3001110","2010","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",48153,"Yellowstone County, Montana",3582
"G3100550","2010","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",50038,"Douglas County, Nebraska",1626
