GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G4001190","2010","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",35488,"Payne County, Oklahoma",3079
"G4001250","2010","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",36795,"Pottawatomie County, Oklahoma",3065
"G4001310","2010","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",56176,"Rogers County, Oklahoma",2823
"G4001430","2010","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",43836,"Tulsa County, Oklahoma",1582
"G4001450","2010","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",57884,"Wagoner County, Oklahoma",4665
"G4100030","2010","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",45913,"Benton County, Oregon",5983
"G4100050","2010","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",57298,"Clackamas County, Oregon",2749
"G4100170","2010","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",44680,"Deschutes County, Oregon",3893
"G4100190","2010","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",36510,"Douglas County, Oregon",2831
"G4100290","2010","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",40177,"Jackson County, Oregon",2436
"G4100330","2010","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",36626,"Josephine County, Oregon",3783
"G4100350","2010","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",37660,"Klamath County, Oregon",4744
"G4100390","2010","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",40276,"Lane County, Oregon",1447
"G4100430","2010","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",42900,"Linn County, Oregon",2653
"G4100470","2010","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",44570,"Marion County, Oregon",1755
"G4100510","2010","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",48043,"Multnomah County, Oregon",1477
"G4100530","2010","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",48809,"Polk County, Oregon",3484
"G4100590","2010","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",44107,"Umatilla County, Oregon",3192
"G4100670","2010","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",60489,"Washington County, Oregon",1872
"G4100710","2010","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",50297,"Yamhill County, Oregon",2942
"G4200010","2010","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",55652,"Adams County, Pennsylvania",3557
"G4200030","2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",47505,"Allegheny County, Pennsylvania",1139
"G4200050","2010","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",43695,"Armstrong County, Pennsylvania",2678
"G4200070","2010","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",43898,"Beaver County, Pennsylvania",2216
"G4200110","2010","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",51759,"Berks County, Pennsylvania",1695
"G4200130","2010","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",42990,"Blair County, Pennsylvania",3896
"G4200170","2010","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",70999,"Bucks County, Pennsylvania",1563
"G4200190","2010","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",54256,"Butler County, Pennsylvania",3137
"G4200210","2010","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",41220,"Cambria County, Pennsylvania",2053
"G4200250","2010","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",50332,"Carbon County, Pennsylvania",6810
"G4200270","2010","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",44746,"Centre County, Pennsylvania",2309
"G4200290","2010","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",84284,"Chester County, Pennsylvania",2554
"G4200330","2010","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",36331,"Clearfield County, Pennsylvania",3282
"G4200370","2010","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",42086,"Columbia County, Pennsylvania",3323
"G4200390","2010","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",38321,"Crawford County, Pennsylvania",2929
"G4200410","2010","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",56209,"Cumberland County, Pennsylvania",1992
"G4200430","2010","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",52177,"Dauphin County, Pennsylvania",2448
"G4200450","2010","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",59125,"Delaware County, Pennsylvania",1776
"G4200490","2010","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",42519,"Erie County, Pennsylvania",1850
"G4200510","2010","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",35750,"Fayette County, Pennsylvania",2762
"G4200550","2010","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",49514,"Franklin County, Pennsylvania",2060
"G4200630","2010","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",41162,"Indiana County, Pennsylvania",3129
"G4200690","2010","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",42185,"Lackawanna County, Pennsylvania",2475
"G4200710","2010","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",51740,"Lancaster County, Pennsylvania",1393
"G4200730","2010","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",38192,"Lawrence County, Pennsylvania",3566
"G4200750","2010","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",51436,"Lebanon County, Pennsylvania",1865
"G4200770","2010","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",51729,"Lehigh County, Pennsylvania",1934
"G4200790","2010","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",41898,"Luzerne County, Pennsylvania",1715
"G4200810","2010","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",41037,"Lycoming County, Pennsylvania",3015
"G4200850","2010","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",40398,"Mercer County, Pennsylvania",2198
"G4200890","2010","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",54549,"Monroe County, Pennsylvania",6443
"G4200910","2010","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",75448,"Montgomery County, Pennsylvania",1472
"G4200950","2010","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",56729,"Northampton County, Pennsylvania",2181
"G4200970","2010","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",35394,"Northumberland County, Pennsylvania",2316
"G4201010","2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",34400,"Philadelphia County, Pennsylvania",1159
"G4201070","2010","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",40265,"Schuylkill County, Pennsylvania",2889
"G4201110","2010","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",39978,"Somerset County, Pennsylvania",2664
"G4201250","2010","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",47615,"Washington County, Pennsylvania",3213
"G4201290","2010","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",46361,"Westmoreland County, Pennsylvania",1966
"G4201330","2010","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",56368,"York County, Pennsylvania",2550
"G4400030","2010","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",53954,"Kent County, Rhode Island",2720
"G4400050","2010","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",75397,"Newport County, Rhode Island",7188
"G4400070","2010","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",45915,"Providence County, Rhode Island",1918
"G4400090","2010","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",70161,"Washington County, Rhode Island",5935
"G4500030","2010","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",42377,"Aiken County, South Carolina",3434
"G4500070","2010","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",36770,"Anderson County, South Carolina",3444
"G4500130","2010","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",56960,"Beaufort County, South Carolina",4285
"G4500150","2010","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",49427,"Berkeley County, South Carolina",3261
"G4500190","2010","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",46324,"Charleston County, South Carolina",1723
"G4500310","2010","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",32385,"Darlington County, South Carolina",3888
"G4500350","2010","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",50908,"Dorchester County, South Carolina",2794
"G4500410","2010","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",38872,"Florence County, South Carolina",1683
"G4500450","2010","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",45185,"Greenville County, South Carolina",2112
"G4500470","2010","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",30808,"Greenwood County, South Carolina",4310
"G4500510","2010","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",41568,"Horry County, South Carolina",2980
"G4500570","2010","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",35634,"Lancaster County, South Carolina",4376
"G4500590","2010","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",36265,"Laurens County, South Carolina",4988
"G4500630","2010","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",51594,"Lexington County, South Carolina",1870
"G4500730","2010","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",42848,"Oconee County, South Carolina",4775
"G4500750","2010","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",31979,"Orangeburg County, South Carolina",3580
"G4500770","2010","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",39280,"Pickens County, South Carolina",3079
"G4500790","2010","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",45925,"Richland County, South Carolina",1949
"G4500830","2010","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",41850,"Spartanburg County, South Carolina",1664
"G4500850","2010","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",36457,"Sumter County, South Carolina",3424
"G4500910","2010","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",50797,"York County, South Carolina",3137
"G4600990","2010","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",49243,"Minnehaha County, South Dakota",3218
"G4601030","2010","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",45704,"Pennington County, South Dakota",4205
"G4700010","2010","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",48310,"Anderson County, Tennessee",4355
"G4700090","2010","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",40846,"Blount County, Tennessee",2174
"G4700110","2010","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",36978,"Bradley County, Tennessee",3408
"G4700370","2010","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",43616,"Davidson County, Tennessee",1468
"G4700590","2010","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",35196,"Greene County, Tennessee",4923
"G4700650","2010","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",43935,"Hamilton County, Tennessee",3367
"G4700930","2010","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",43610,"Knox County, Tennessee",2085
"G4701130","2010","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",40438,"Madison County, Tennessee",3183
"G4701190","2010","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",45435,"Maury County, Tennessee",3266
"G4701250","2010","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",46703,"Montgomery County, Tennessee",2999
"G4701410","2010","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",32983,"Putnam County, Tennessee",4034
"G4701470","2010","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",51687,"Robertson County, Tennessee",2808
"G4701490","2010","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",51489,"Rutherford County, Tennessee",2214
"G4701550","2010","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",40402,"Sevier County, Tennessee",4625
"G4701570","2010","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",43990,"Shelby County, Tennessee",1580
"G4701630","2010","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",34590,"Sullivan County, Tennessee",2553
"G4701650","2010","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",47110,"Sumner County, Tennessee",2705
"G4701790","2010","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",42213,"Washington County, Tennessee",3665
"G4701870","2010","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",80533,"Williamson County, Tennessee",3753
"G4701890","2010","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",55343,"Wilson County, Tennessee",3453
"G4800050","2010","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",37775,"Angelina County, Texas",4437
"G4800210","2010","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",49880,"Bastrop County, Texas",5305
"G4800270","2010","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",50175,"Bell County, Texas",2023
"G4800290","2010","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",47921,"Bexar County, Texas",1235
"G4800370","2010","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",43760,"Bowie County, Texas",6938
"G4800390","2010","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",64633,"Brazoria County, Texas",3488
"G4800410","2010","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",35407,"Brazos County, Texas",2988
"G4800610","2010","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",31736,"Cameron County, Texas",1683
"G4800850","2010","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",77090,"Collin County, Texas",2589
"G4800910","2010","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",62735,"Comal County, Texas",4074
"G4800990","2010","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",48794,"Coryell County, Texas",6991
"G4801130","2010","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",46860,"Dallas County, Texas",744
"G4801210","2010","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",67892,"Denton County, Texas",2994
"G4801350","2010","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",42282,"Ector County, Texas",4245
"G4801390","2010","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",58063,"Ellis County, Texas",3683
"G4801410","2010","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",36015,"El Paso County, Texas",1127
"G4801570","2010","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",76269,"Fort Bend County, Texas",2970
"G4801670","2010","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",58324,"Galveston County, Texas",4150
"G4801810","2010","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",45577,"Grayson County, Texas",4423
"G4801830","2010","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",40348,"Gregg County, Texas",2820
"G4801870","2010","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",59801,"Guadalupe County, Texas",3988
"G4802010","2010","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",50422,"Harris County, Texas",536
"G4802030","2010","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",47801,"Harrison County, Texas",8729
"G4802090","2010","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",57332,"Hays County, Texas",3927
"G4802130","2010","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",36570,"Henderson County, Texas",2705
"G4802150","2010","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",33732,"Hidalgo County, Texas",1709
"G4802310","2010","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",40218,"Hunt County, Texas",4233
"G4802450","2010","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",38553,"Jefferson County, Texas",3320
"G4802510","2010","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",52275,"Johnson County, Texas",2457
"G4802570","2010","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",57790,"Kaufman County, Texas",3646
"G4802910","2010","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",48608,"Liberty County, Texas",6268
"G4803030","2010","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",42241,"Lubbock County, Texas",2191
"G4803090","2010","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",39143,"McLennan County, Texas",2803
"G4803290","2010","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",53170,"Midland County, Texas",3088
"G4803390","2010","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",65196,"Montgomery County, Texas",2640
"G4803550","2010","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",41992,"Nueces County, Texas",2993
"G4803610","2010","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",44763,"Orange County, Texas",4889
"G4803670","2010","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",54712,"Parker County, Texas",7368
"G4803750","2010","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",35003,"Potter County, Texas",4544
"G4803810","2010","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",58096,"Randall County, Texas",3677
"G4803970","2010","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",80209,"Rockwall County, Texas",4065
"G4804090","2010","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",45940,"San Patricio County, Texas",8025
"G4804230","2010","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",43209,"Smith County, Texas",4080
"G4804390","2010","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",52385,"Tarrant County, Texas",1068
"G4804410","2010","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",41704,"Taylor County, Texas",2664
"G4804510","2010","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",38043,"Tom Green County, Texas",3341
"G4804530","2010","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",51743,"Travis County, Texas",1136
"G4804690","2010","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",48341,"Victoria County, Texas",4453
"G4804710","2010","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",35806,"Walker County, Texas",3891
"G4804790","2010","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",35770,"Webb County, Texas",2841
"G4804850","2010","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",38689,"Wichita County, Texas",1853
"G4804910","2010","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",65140,"Williamson County, Texas",2577
"G4900050","2010","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",46956,"Cache County, Utah",2121
"G4900110","2010","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",64360,"Davis County, Utah",2755
