GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G32000502","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00502","79500US3200502","PUMA5 00502, Nevada",35586,"PUMA5 00502, Nevada",4091
"G32000503","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00503","79500US3200503","PUMA5 00503, Nevada",41941,"PUMA5 00503, Nevada",5012
"G32000504","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00504","79500US3200504","PUMA5 00504, Nevada",34650,"PUMA5 00504, Nevada",2086
"G32000505","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00505","79500US3200505","PUMA5 00505, Nevada",52223,"PUMA5 00505, Nevada",3435
"G32000506","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00506","79500US3200506","PUMA5 00506, Nevada",68684,"PUMA5 00506, Nevada",3048
"G32000507","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00507","79500US3200507","PUMA5 00507, Nevada",59945,"PUMA5 00507, Nevada",5318
"G32000508","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00508","79500US3200508","PUMA5 00508, Nevada",38452,"PUMA5 00508, Nevada",3060
"G32000509","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00509","79500US3200509","PUMA5 00509, Nevada",30514,"PUMA5 00509, Nevada",1955
"G32000510","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00510","79500US3200510","PUMA5 00510, Nevada",55526,"PUMA5 00510, Nevada",5372
"G32000511","2010","NV",,,"Nevada","32",,,,,,,,,,,,,,,,,,"00511","79500US3200511","PUMA5 00511, Nevada",61564,"PUMA5 00511, Nevada",2630
"G33000100","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00100","79500US3300100","PUMA5 00100, New Hampshire",46159,"PUMA5 00100, New Hampshire",1933
"G33000200","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00200","79500US3300200","PUMA5 00200, New Hampshire",51453,"PUMA5 00200, New Hampshire",4941
"G33000300","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00300","79500US3300300","PUMA5 00300, New Hampshire",52212,"PUMA5 00300, New Hampshire",3039
"G33000400","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00400","79500US3300400","PUMA5 00400, New Hampshire",61904,"PUMA5 00400, New Hampshire",2559
"G33000500","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00500","79500US3300500","PUMA5 00500, New Hampshire",49192,"PUMA5 00500, New Hampshire",3804
"G33000600","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00600","79500US3300600","PUMA5 00600, New Hampshire",77915,"PUMA5 00600, New Hampshire",6305
"G33000700","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00700","79500US3300700","PUMA5 00700, New Hampshire",84163,"PUMA5 00700, New Hampshire",8268
"G33000800","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00800","79500US3300800","PUMA5 00800, New Hampshire",53858,"PUMA5 00800, New Hampshire",4601
"G33000900","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"00900","79500US3300900","PUMA5 00900, New Hampshire",69225,"PUMA5 00900, New Hampshire",4789
"G33001000","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"01000","79500US3301000","PUMA5 01000, New Hampshire",75124,"PUMA5 01000, New Hampshire",4549
"G33001100","2010","NH",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,"01100","79500US3301100","PUMA5 01100, New Hampshire",68629,"PUMA5 01100, New Hampshire",4039
"G34000101","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00101","79500US3400101","PUMA5 00101, New Jersey",45276,"PUMA5 00101, New Jersey",4384
"G34000102","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00102","79500US3400102","PUMA5 00102, New Jersey",56878,"PUMA5 00102, New Jersey",4035
"G34000200","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00200","79500US3400200","PUMA5 00200, New Jersey",53392,"PUMA5 00200, New Jersey",3666
"G34000301","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00301","79500US3400301","PUMA5 00301, New Jersey",60580,"PUMA5 00301, New Jersey",3906
"G34000302","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00302","79500US3400302","PUMA5 00302, New Jersey",66648,"PUMA5 00302, New Jersey",5405
"G34000303","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00303","79500US3400303","PUMA5 00303, New Jersey",61447,"PUMA5 00303, New Jersey",3399
"G34000304","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00304","79500US3400304","PUMA5 00304, New Jersey",71567,"PUMA5 00304, New Jersey",3233
"G34000305","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00305","79500US3400305","PUMA5 00305, New Jersey",100954,"PUMA5 00305, New Jersey",6011
"G34000306","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00306","79500US3400306","PUMA5 00306, New Jersey",111273,"PUMA5 00306, New Jersey",6925
"G34000400","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00400","79500US3400400","PUMA5 00400, New Jersey",32068,"PUMA5 00400, New Jersey",2935
"G34000501","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00501","79500US3400501","PUMA5 00501, New Jersey",42598,"PUMA5 00501, New Jersey",5778
"G34000502","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00502","79500US3400502","PUMA5 00502, New Jersey",83995,"PUMA5 00502, New Jersey",5673
"G34000601","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00601","79500US3400601","PUMA5 00601, New Jersey",57641,"PUMA5 00601, New Jersey",5132
"G34000602","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00602","79500US3400602","PUMA5 00602, New Jersey",46747,"PUMA5 00602, New Jersey",7503
"G34000701","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00701","79500US3400701","PUMA5 00701, New Jersey",47255,"PUMA5 00701, New Jersey",5374
"G34000702","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00702","79500US3400702","PUMA5 00702, New Jersey",65471,"PUMA5 00702, New Jersey",6151
"G34000703","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00703","79500US3400703","PUMA5 00703, New Jersey",60065,"PUMA5 00703, New Jersey",4934
"G34000800","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00800","79500US3400800","PUMA5 00800, New Jersey",97874,"PUMA5 00800, New Jersey",8666
"G34000901","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00901","79500US3400901","PUMA5 00901, New Jersey",76106,"PUMA5 00901, New Jersey",2840
"G34000902","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00902","79500US3400902","PUMA5 00902, New Jersey",86674,"PUMA5 00902, New Jersey",6209
"G34000903","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00903","79500US3400903","PUMA5 00903, New Jersey",65819,"PUMA5 00903, New Jersey",6477
"G34000904","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00904","79500US3400904","PUMA5 00904, New Jersey",88183,"PUMA5 00904, New Jersey",4056
"G34000905","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"00905","79500US3400905","PUMA5 00905, New Jersey",66546,"PUMA5 00905, New Jersey",2374
"G34001001","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01001","79500US3401001","PUMA5 01001, New Jersey",96187,"PUMA5 01001, New Jersey",6036
"G34001002","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01002","79500US3401002","PUMA5 01002, New Jersey",93189,"PUMA5 01002, New Jersey",3608
"G34001101","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01101","79500US3401101","PUMA5 01101, New Jersey",63777,"PUMA5 01101, New Jersey",6096
"G34001102","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01102","79500US3401102","PUMA5 01102, New Jersey",95562,"PUMA5 01102, New Jersey",7688
"G34001103","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01103","79500US3401103","PUMA5 01103, New Jersey",67809,"PUMA5 01103, New Jersey",9272
"G34001104","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01104","79500US3401104","PUMA5 01104, New Jersey",94835,"PUMA5 01104, New Jersey",8022
"G34001105","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01105","79500US3401105","PUMA5 01105, New Jersey",89710,"PUMA5 01105, New Jersey",4098
"G34001201","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01201","79500US3401201","PUMA5 01201, New Jersey",59292,"PUMA5 01201, New Jersey",4900
"G34001202","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01202","79500US3401202","PUMA5 01202, New Jersey",62500,"PUMA5 01202, New Jersey",2946
"G34001203","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01203","79500US3401203","PUMA5 01203, New Jersey",51906,"PUMA5 01203, New Jersey",2738
"G34001301","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01301","79500US3401301","PUMA5 01301, New Jersey",31677,"PUMA5 01301, New Jersey",1844
"G34001302","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01302","79500US3401302","PUMA5 01302, New Jersey",32552,"PUMA5 01302, New Jersey",5536
"G34001401","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01401","79500US3401401","PUMA5 01401, New Jersey",67581,"PUMA5 01401, New Jersey",4985
"G34001402","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01402","79500US3401402","PUMA5 01402, New Jersey",40493,"PUMA5 01402, New Jersey",3496
"G34001403","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01403","79500US3401403","PUMA5 01403, New Jersey",99260,"PUMA5 01403, New Jersey",4712
"G34001404","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01404","79500US3401404","PUMA5 01404, New Jersey",62077,"PUMA5 01404, New Jersey",4607
"G34001501","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01501","79500US3401501","PUMA5 01501, New Jersey",88328,"PUMA5 01501, New Jersey",5201
"G34001502","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01502","79500US3401502","PUMA5 01502, New Jersey",95445,"PUMA5 01502, New Jersey",6135
"G34001503","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01503","79500US3401503","PUMA5 01503, New Jersey",86146,"PUMA5 01503, New Jersey",8398
"G34001504","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01504","79500US3401504","PUMA5 01504, New Jersey",96762,"PUMA5 01504, New Jersey",8452
"G34001600","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01600","79500US3401600","PUMA5 01600, New Jersey",84115,"PUMA5 01600, New Jersey",7133
"G34001700","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01700","79500US3401700","PUMA5 01700, New Jersey",71832,"PUMA5 01700, New Jersey",5465
"G34001800","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01800","79500US3401800","PUMA5 01800, New Jersey",43891,"PUMA5 01800, New Jersey",2887
"G34001901","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01901","79500US3401901","PUMA5 01901, New Jersey",60578,"PUMA5 01901, New Jersey",4609
"G34001902","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01902","79500US3401902","PUMA5 01902, New Jersey",90555,"PUMA5 01902, New Jersey",3399
"G34001903","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"01903","79500US3401903","PUMA5 01903, New Jersey",91372,"PUMA5 01903, New Jersey",7236
"G34002001","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02001","79500US3402001","PUMA5 02001, New Jersey",66302,"PUMA5 02001, New Jersey",6092
"G34002002","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02002","79500US3402002","PUMA5 02002, New Jersey",84224,"PUMA5 02002, New Jersey",6827
"G34002003","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02003","79500US3402003","PUMA5 02003, New Jersey",71316,"PUMA5 02003, New Jersey",2967
"G34002101","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02101","79500US3402101","PUMA5 02101, New Jersey",39047,"PUMA5 02101, New Jersey",3417
"G34002102","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02102","79500US3402102","PUMA5 02102, New Jersey",55885,"PUMA5 02102, New Jersey",3340
"G34002103","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02103","79500US3402103","PUMA5 02103, New Jersey",65046,"PUMA5 02103, New Jersey",5412
"G34002104","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02104","79500US3402104","PUMA5 02104, New Jersey",72524,"PUMA5 02104, New Jersey",5120
"G34002201","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02201","79500US3402201","PUMA5 02201, New Jersey",69442,"PUMA5 02201, New Jersey",3952
"G34002202","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02202","79500US3402202","PUMA5 02202, New Jersey",66678,"PUMA5 02202, New Jersey",4405
"G34002301","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02301","79500US3402301","PUMA5 02301, New Jersey",58296,"PUMA5 02301, New Jersey",2549
"G34002302","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02302","79500US3402302","PUMA5 02302, New Jersey",93735,"PUMA5 02302, New Jersey",5356
"G34002400","2010","NJ",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"02400","79500US3402400","PUMA5 02400, New Jersey",51619,"PUMA5 02400, New Jersey",2460
"G35000100","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00100","79500US3500100","PUMA5 00100, New Mexico",45127,"PUMA5 00100, New Mexico",4116
"G35000200","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00200","79500US3500200","PUMA5 00200, New Mexico",32897,"PUMA5 00200, New Mexico",2519
"G35000300","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00300","79500US3500300","PUMA5 00300, New Mexico",35551,"PUMA5 00300, New Mexico",2871
"G35000400","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00400","79500US3500400","PUMA5 00400, New Mexico",51571,"PUMA5 00400, New Mexico",2519
"G35000500","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00500","79500US3500500","PUMA5 00500, New Mexico",47406,"PUMA5 00500, New Mexico",3503
"G35000601","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00601","79500US3500601","PUMA5 00601, New Mexico",61958,"PUMA5 00601, New Mexico",3892
"G35000602","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00602","79500US3500602","PUMA5 00602, New Mexico",37949,"PUMA5 00602, New Mexico",4689
"G35000603","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00603","79500US3500603","PUMA5 00603, New Mexico",60264,"PUMA5 00603, New Mexico",4316
"G35000604","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00604","79500US3500604","PUMA5 00604, New Mexico",37301,"PUMA5 00604, New Mexico",2625
"G35000605","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00605","79500US3500605","PUMA5 00605, New Mexico",40623,"PUMA5 00605, New Mexico",2332
"G35000700","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00700","79500US3500700","PUMA5 00700, New Mexico",29863,"PUMA5 00700, New Mexico",2331
"G35000800","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00800","79500US3500800","PUMA5 00800, New Mexico",33221,"PUMA5 00800, New Mexico",2659
"G35000900","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"00900","79500US3500900","PUMA5 00900, New Mexico",35230,"PUMA5 00900, New Mexico",2850
"G35001000","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"01000","79500US3501000","PUMA5 01000, New Mexico",35425,"PUMA5 01000, New Mexico",3738
"G35001100","2010","NM",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"01100","79500US3501100","PUMA5 01100, New Mexico",42496,"PUMA5 01100, New Mexico",4202
"G36000100","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00100","79500US3600100","PUMA5 00100, New York",40163,"PUMA5 00100, New York",3229
"G36000200","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00200","79500US3600200","PUMA5 00200, New York",43126,"PUMA5 00200, New York",2030
"G36000300","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00300","79500US3600300","PUMA5 00300, New York",50936,"PUMA5 00300, New York",2420
"G36000401","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00401","79500US3600401","PUMA5 00401, New York",49409,"PUMA5 00401, New York",2323
"G36000402","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00402","79500US3600402","PUMA5 00402, New York",43537,"PUMA5 00402, New York",2656
"G36000500","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00500","79500US3600500","PUMA5 00500, New York",42237,"PUMA5 00500, New York",2171
"G36000600","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00600","79500US3600600","PUMA5 00600, New York",44643,"PUMA5 00600, New York",2909
"G36000700","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00700","79500US3600700","PUMA5 00700, New York",29621,"PUMA5 00700, New York",2434
"G36000801","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00801","79500US3600801","PUMA5 00801, New York",54795,"PUMA5 00801, New York",3596
"G36000802","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00802","79500US3600802","PUMA5 00802, New York",65270,"PUMA5 00802, New York",4244
"G36000803","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00803","79500US3600803","PUMA5 00803, New York",52448,"PUMA5 00803, New York",3285
"G36000804","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00804","79500US3600804","PUMA5 00804, New York",51941,"PUMA5 00804, New York",2013
"G36000901","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00901","79500US3600901","PUMA5 00901, New York",26301,"PUMA5 00901, New York",1286
"G36000902","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"00902","79500US3600902","PUMA5 00902, New York",29899,"PUMA5 00902, New York",2449
"G36001001","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01001","79500US3601001","PUMA5 01001, New York",54489,"PUMA5 01001, New York",4680
"G36001002","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01002","79500US3601002","PUMA5 01002, New York",51447,"PUMA5 01002, New York",2761
"G36001003","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01003","79500US3601003","PUMA5 01003, New York",51978,"PUMA5 01003, New York",2228
"G36001004","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01004","79500US3601004","PUMA5 01004, New York",71361,"PUMA5 01004, New York",3291
"G36001005","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01005","79500US3601005","PUMA5 01005, New York",60496,"PUMA5 01005, New York",5557
"G36001100","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01100","79500US3601100","PUMA5 01100, New York",53567,"PUMA5 01100, New York",3722
"G36001200","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01200","79500US3601200","PUMA5 01200, New York",50026,"PUMA5 01200, New York",3373
"G36001300","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01300","79500US3601300","PUMA5 01300, New York",49264,"PUMA5 01300, New York",3874
"G36001401","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01401","79500US3601401","PUMA5 01401, New York",27095,"PUMA5 01401, New York",2061
"G36001402","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01402","79500US3601402","PUMA5 01402, New York",31489,"PUMA5 01402, New York",4434
"G36001501","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01501","79500US3601501","PUMA5 01501, New York",52427,"PUMA5 01501, New York",3655
"G36001502","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01502","79500US3601502","PUMA5 01502, New York",37547,"PUMA5 01502, New York",2338
"G36001601","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01601","79500US3601601","PUMA5 01601, New York",51296,"PUMA5 01601, New York",2028
"G36001602","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01602","79500US3601602","PUMA5 01602, New York",63359,"PUMA5 01602, New York",6144
"G36001603","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01603","79500US3601603","PUMA5 01603, New York",60951,"PUMA5 01603, New York",5248
"G36001604","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01604","79500US3601604","PUMA5 01604, New York",45948,"PUMA5 01604, New York",2376
"G36001605","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01605","79500US3601605","PUMA5 01605, New York",59898,"PUMA5 01605, New York",2442
"G36001700","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01700","79500US3601700","PUMA5 01700, New York",50532,"PUMA5 01700, New York",3230
"G36001800","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01800","79500US3601800","PUMA5 01800, New York",41826,"PUMA5 01800, New York",2263
"G36001900","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"01900","79500US3601900","PUMA5 01900, New York",44608,"PUMA5 01900, New York",3571
"G36002000","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02000","79500US3602000","PUMA5 02000, New York",39910,"PUMA5 02000, New York",3136
"G36002100","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02100","79500US3602100","PUMA5 02100, New York",52331,"PUMA5 02100, New York",2537
"G36002201","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02201","79500US3602201","PUMA5 02201, New York",66484,"PUMA5 02201, New York",5470
"G36002202","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02202","79500US3602202","PUMA5 02202, New York",65968,"PUMA5 02202, New York",5352
"G36002300","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02300","79500US3602300","PUMA5 02300, New York",51653,"PUMA5 02300, New York",2757
"G36002401","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02401","79500US3602401","PUMA5 02401, New York",34970,"PUMA5 02401, New York",4283
"G36002402","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02402","79500US3602402","PUMA5 02402, New York",63624,"PUMA5 02402, New York",3923
"G36002500","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02500","79500US3602500","PUMA5 02500, New York",48801,"PUMA5 02500, New York",4188
"G36002601","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02601","79500US3602601","PUMA5 02601, New York",49523,"PUMA5 02601, New York",2788
"G36002602","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02602","79500US3602602","PUMA5 02602, New York",42026,"PUMA5 02602, New York",2988
"G36002700","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02700","79500US3602700","PUMA5 02700, New York",48413,"PUMA5 02700, New York",2392
"G36002800","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02800","79500US3602800","PUMA5 02800, New York",46528,"PUMA5 02800, New York",2233
"G36002900","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"02900","79500US3602900","PUMA5 02900, New York",41749,"PUMA5 02900, New York",1450
"G36003000","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03000","79500US3603000","PUMA5 03000, New York",40443,"PUMA5 03000, New York",2516
"G36003101","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03101","79500US3603101","PUMA5 03101, New York",43126,"PUMA5 03101, New York",4859
"G36003102","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03102","79500US3603102","PUMA5 03102, New York",52880,"PUMA5 03102, New York",3167
"G36003201","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03201","79500US3603201","PUMA5 03201, New York",73988,"PUMA5 03201, New York",5344
"G36003202","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03202","79500US3603202","PUMA5 03202, New York",62372,"PUMA5 03202, New York",5127
"G36003301","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03301","79500US3603301","PUMA5 03301, New York",60234,"PUMA5 03301, New York",4801
"G36003302","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03302","79500US3603302","PUMA5 03302, New York",62252,"PUMA5 03302, New York",6260
"G36003303","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03303","79500US3603303","PUMA5 03303, New York",77235,"PUMA5 03303, New York",5282
"G36003400","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03400","79500US3603400","PUMA5 03400, New York",61831,"PUMA5 03400, New York",3240
"G36003501","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03501","79500US3603501","PUMA5 03501, New York",105851,"PUMA5 03501, New York",4706
"G36003502","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03502","79500US3603502","PUMA5 03502, New York",83255,"PUMA5 03502, New York",7321
"G36003503","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03503","79500US3603503","PUMA5 03503, New York",95200,"PUMA5 03503, New York",10446
"G36003504","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03504","79500US3603504","PUMA5 03504, New York",90929,"PUMA5 03504, New York",7063
"G36003505","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03505","79500US3603505","PUMA5 03505, New York",63937,"PUMA5 03505, New York",4053
"G36003506","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03506","79500US3603506","PUMA5 03506, New York",86420,"PUMA5 03506, New York",14302
"G36003601","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03601","79500US3603601","PUMA5 03601, New York",98307,"PUMA5 03601, New York",6982
"G36003602","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03602","79500US3603602","PUMA5 03602, New York",71541,"PUMA5 03602, New York",7663
"G36003701","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03701","79500US3603701","PUMA5 03701, New York",50042,"PUMA5 03701, New York",4022
"G36003702","2010","NY",,,"New York","36",,,,,,,,,,,,,,,,,,"03702","79500US3603702","PUMA5 03702, New York",43974,"PUMA5 03702, New York",4165
