GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G01000100","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00100","79500US0100100","PUMA5 00100, Alabama",37638,"PUMA5 00100, Alabama",2752
"G01000200","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00200","79500US0100200","PUMA5 00200, Alabama",42264,"PUMA5 00200, Alabama",2998
"G01000300","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00300","79500US0100300","PUMA5 00300, Alabama",61255,"PUMA5 00300, Alabama",3279
"G01000400","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00400","79500US0100400","PUMA5 00400, Alabama",34757,"PUMA5 00400, Alabama",3618
"G01000500","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00500","79500US0100500","PUMA5 00500, Alabama",37590,"PUMA5 00500, Alabama",2381
"G01000600","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00600","79500US0100600","PUMA5 00600, Alabama",42172,"PUMA5 00600, Alabama",4474
"G01000700","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00700","79500US0100700","PUMA5 00700, Alabama",32728,"PUMA5 00700, Alabama",1968
"G01000800","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00800","79500US0100800","PUMA5 00800, Alabama",41836,"PUMA5 00800, Alabama",2034
"G01000901","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00901","79500US0100901","PUMA5 00901, Alabama",31044,"PUMA5 00901, Alabama",3064
"G01000902","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00902","79500US0100902","PUMA5 00902, Alabama",25418,"PUMA5 00902, Alabama",1833
"G01000903","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00903","79500US0100903","PUMA5 00903, Alabama",60279,"PUMA5 00903, Alabama",3029
"G01000904","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00904","79500US0100904","PUMA5 00904, Alabama",48840,"PUMA5 00904, Alabama",3445
"G01000905","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"00905","79500US0100905","PUMA5 00905, Alabama",44733,"PUMA5 00905, Alabama",5193
"G01001000","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01000","79500US0101000","PUMA5 01000, Alabama",35897,"PUMA5 01000, Alabama",2125
"G01001100","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01100","79500US0101100","PUMA5 01100, Alabama",32886,"PUMA5 01100, Alabama",2090
"G01001200","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01200","79500US0101200","PUMA5 01200, Alabama",36675,"PUMA5 01200, Alabama",3304
"G01001300","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01300","79500US0101300","PUMA5 01300, Alabama",65673,"PUMA5 01300, Alabama",4623
"G01001400","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01400","79500US0101400","PUMA5 01400, Alabama",43450,"PUMA5 01400, Alabama",3018
"G01001500","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01500","79500US0101500","PUMA5 01500, Alabama",26162,"PUMA5 01500, Alabama",2847
"G01001600","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01600","79500US0101600","PUMA5 01600, Alabama",32345,"PUMA5 01600, Alabama",2480
"G01001700","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01700","79500US0101700","PUMA5 01700, Alabama",39381,"PUMA5 01700, Alabama",3294
"G01001800","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01800","79500US0101800","PUMA5 01800, Alabama",32829,"PUMA5 01800, Alabama",2463
"G01001900","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"01900","79500US0101900","PUMA5 01900, Alabama",41353,"PUMA5 01900, Alabama",1713
"G01002000","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02000","79500US0102000","PUMA5 02000, Alabama",53589,"PUMA5 02000, Alabama",2695
"G01002100","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02100","79500US0102100","PUMA5 02100, Alabama",28574,"PUMA5 02100, Alabama",2140
"G01002200","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02200","79500US0102200","PUMA5 02200, Alabama",37604,"PUMA5 02200, Alabama",2391
"G01002300","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02300","79500US0102300","PUMA5 02300, Alabama",42590,"PUMA5 02300, Alabama",3020
"G01002400","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02400","79500US0102400","PUMA5 02400, Alabama",47502,"PUMA5 02400, Alabama",2902
"G01002500","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02500","79500US0102500","PUMA5 02500, Alabama",37470,"PUMA5 02500, Alabama",3134
"G01002600","2010","AL",,,"Alabama","01",,,,,,,,,,,,,,,,,,"02600","79500US0102600","PUMA5 02600, Alabama",40419,"PUMA5 02600, Alabama",1959
"G02000101","2010","AK",,,"Alaska","02",,,,,,,,,,,,,,,,,,"00101","79500US0200101","PUMA5 00101, Alaska",63747,"PUMA5 00101, Alaska",2579
"G02000102","2010","AK",,,"Alaska","02",,,,,,,,,,,,,,,,,,"00102","79500US0200102","PUMA5 00102, Alaska",80485,"PUMA5 00102, Alaska",5376
"G02000200","2010","AK",,,"Alaska","02",,,,,,,,,,,,,,,,,,"00200","79500US0200200","PUMA5 00200, Alaska",63303,"PUMA5 00200, Alaska",4625
"G02000300","2010","AK",,,"Alaska","02",,,,,,,,,,,,,,,,,,"00300","79500US0200300","PUMA5 00300, Alaska",61575,"PUMA5 00300, Alaska",2720
"G02000400","2010","AK",,,"Alaska","02",,,,,,,,,,,,,,,,,,"00400","79500US0200400","PUMA5 00400, Alaska",51548,"PUMA5 00400, Alaska",2053
"G04000101","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00101","79500US0400101","PUMA5 00101, Arizona",41776,"PUMA5 00101, Arizona",2090
"G04000102","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00102","79500US0400102","PUMA5 00102, Arizona",54597,"PUMA5 00102, Arizona",2435
"G04000103","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00103","79500US0400103","PUMA5 00103, Arizona",56369,"PUMA5 00103, Arizona",3547
"G04000104","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00104","79500US0400104","PUMA5 00104, Arizona",61149,"PUMA5 00104, Arizona",2032
"G04000105","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00105","79500US0400105","PUMA5 00105, Arizona",83176,"PUMA5 00105, Arizona",7160
"G04000106","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00106","79500US0400106","PUMA5 00106, Arizona",50234,"PUMA5 00106, Arizona",5068
"G04000107","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00107","79500US0400107","PUMA5 00107, Arizona",45622,"PUMA5 00107, Arizona",4831
"G04000108","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00108","79500US0400108","PUMA5 00108, Arizona",56683,"PUMA5 00108, Arizona",3742
"G04000109","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00109","79500US0400109","PUMA5 00109, Arizona",39760,"PUMA5 00109, Arizona",2116
"G04000110","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00110","79500US0400110","PUMA5 00110, Arizona",61332,"PUMA5 00110, Arizona",1774
"G04000111","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00111","79500US0400111","PUMA5 00111, Arizona",33861,"PUMA5 00111, Arizona",2564
"G04000112","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00112","79500US0400112","PUMA5 00112, Arizona",32703,"PUMA5 00112, Arizona",2818
"G04000113","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00113","79500US0400113","PUMA5 00113, Arizona",36804,"PUMA5 00113, Arizona",3536
"G04000114","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00114","79500US0400114","PUMA5 00114, Arizona",47129,"PUMA5 00114, Arizona",3019
"G04000115","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00115","79500US0400115","PUMA5 00115, Arizona",35091,"PUMA5 00115, Arizona",3298
"G04000116","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00116","79500US0400116","PUMA5 00116, Arizona",44596,"PUMA5 00116, Arizona",4188
"G04000117","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00117","79500US0400117","PUMA5 00117, Arizona",27794,"PUMA5 00117, Arizona",3033
"G04000118","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00118","79500US0400118","PUMA5 00118, Arizona",29605,"PUMA5 00118, Arizona",2896
"G04000119","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00119","79500US0400119","PUMA5 00119, Arizona",61161,"PUMA5 00119, Arizona",2772
"G04000120","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00120","79500US0400120","PUMA5 00120, Arizona",65028,"PUMA5 00120, Arizona",3240
"G04000121","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00121","79500US0400121","PUMA5 00121, Arizona",78332,"PUMA5 00121, Arizona",3906
"G04000122","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00122","79500US0400122","PUMA5 00122, Arizona",49424,"PUMA5 00122, Arizona",3526
"G04000201","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00201","79500US0400201","PUMA5 00201, Arizona",29656,"PUMA5 00201, Arizona",3776
"G04000202","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00202","79500US0400202","PUMA5 00202, Arizona",34069,"PUMA5 00202, Arizona",2685
"G04000203","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00203","79500US0400203","PUMA5 00203, Arizona",67687,"PUMA5 00203, Arizona",4967
"G04000204","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00204","79500US0400204","PUMA5 00204, Arizona",27973,"PUMA5 00204, Arizona",2982
"G04000205","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00205","79500US0400205","PUMA5 00205, Arizona",57314,"PUMA5 00205, Arizona",5300
"G04000206","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00206","79500US0400206","PUMA5 00206, Arizona",59554,"PUMA5 00206, Arizona",2827
"G04000207","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00207","79500US0400207","PUMA5 00207, Arizona",46851,"PUMA5 00207, Arizona",2485
"G04000300","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00300","79500US0400300","PUMA5 00300, Arizona",35419,"PUMA5 00300, Arizona",3164
"G04000400","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00400","79500US0400400","PUMA5 00400, Arizona",42130,"PUMA5 00400, Arizona",2888
"G04000500","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00500","79500US0400500","PUMA5 00500, Arizona",40274,"PUMA5 00500, Arizona",2060
"G04000600","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00600","79500US0400600","PUMA5 00600, Arizona",36702,"PUMA5 00600, Arizona",1584
"G04000700","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00700","79500US0400700","PUMA5 00700, Arizona",42240,"PUMA5 00700, Arizona",2726
"G04000800","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00800","79500US0400800","PUMA5 00800, Arizona",48320,"PUMA5 00800, Arizona",2190
"G04000900","2010","AZ",,,"Arizona","04",,,,,,,,,,,,,,,,,,"00900","79500US0400900","PUMA5 00900, Arizona",41854,"PUMA5 00900, Arizona",2127
"G05000100","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00100","79500US0500100","PUMA5 00100, Arkansas",52368,"PUMA5 00100, Arkansas",2369
"G05000200","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00200","79500US0500200","PUMA5 00200, Arkansas",38278,"PUMA5 00200, Arkansas",2248
"G05000300","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00300","79500US0500300","PUMA5 00300, Arkansas",33835,"PUMA5 00300, Arkansas",1639
"G05000400","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00400","79500US0500400","PUMA5 00400, Arkansas",30291,"PUMA5 00400, Arkansas",1696
"G05000500","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00500","79500US0500500","PUMA5 00500, Arkansas",35121,"PUMA5 00500, Arkansas",1546
"G05000600","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00600","79500US0500600","PUMA5 00600, Arkansas",31910,"PUMA5 00600, Arkansas",2787
"G05000700","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00700","79500US0500700","PUMA5 00700, Arkansas",30542,"PUMA5 00700, Arkansas",2160
"G05000800","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00800","79500US0500800","PUMA5 00800, Arkansas",34068,"PUMA5 00800, Arkansas",3056
"G05000900","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"00900","79500US0500900","PUMA5 00900, Arkansas",44400,"PUMA5 00900, Arkansas",3193
"G05001000","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01000","79500US0501000","PUMA5 01000, Arkansas",44555,"PUMA5 01000, Arkansas",3082
"G05001100","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01100","79500US0501100","PUMA5 01100, Arkansas",48637,"PUMA5 01100, Arkansas",3072
"G05001200","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01200","79500US0501200","PUMA5 01200, Arkansas",35046,"PUMA5 01200, Arkansas",2864
"G05001300","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01300","79500US0501300","PUMA5 01300, Arkansas",38513,"PUMA5 01300, Arkansas",2256
"G05001400","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01400","79500US0501400","PUMA5 01400, Arkansas",35982,"PUMA5 01400, Arkansas",2421
"G05001500","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01500","79500US0501500","PUMA5 01500, Arkansas",35578,"PUMA5 01500, Arkansas",1679
"G05001600","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01600","79500US0501600","PUMA5 01600, Arkansas",35214,"PUMA5 01600, Arkansas",3298
"G05001700","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01700","79500US0501700","PUMA5 01700, Arkansas",35813,"PUMA5 01700, Arkansas",3162
"G05001800","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01800","79500US0501800","PUMA5 01800, Arkansas",33946,"PUMA5 01800, Arkansas",3694
"G05001900","2010","AR",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"01900","79500US0501900","PUMA5 01900, Arkansas",35869,"PUMA5 01900, Arkansas",2717
"G06000100","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00100","79500US0600100","PUMA5 00100, California",38108,"PUMA5 00100, California",2701
"G06000200","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00200","79500US0600200","PUMA5 00200, California",38492,"PUMA5 00200, California",2268
"G06000300","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00300","79500US0600300","PUMA5 00300, California",41023,"PUMA5 00300, California",1839
"G06000400","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00400","79500US0600400","PUMA5 00400, California",37568,"PUMA5 00400, California",3226
"G06000500","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00500","79500US0600500","PUMA5 00500, California",41629,"PUMA5 00500, California",3749
"G06000600","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00600","79500US0600600","PUMA5 00600, California",41657,"PUMA5 00600, California",2238
"G06000700","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00700","79500US0600700","PUMA5 00700, California",49830,"PUMA5 00700, California",4319
"G06000800","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00800","79500US0600800","PUMA5 00800, California",46314,"PUMA5 00800, California",3229
"G06000900","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"00900","79500US0600900","PUMA5 00900, California",55798,"PUMA5 00900, California",4338
"G06001000","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01000","79500US0601000","PUMA5 01000, California",64401,"PUMA5 01000, California",4324
"G06001101","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01101","79500US0601101","PUMA5 01101, California",61580,"PUMA5 01101, California",2543
"G06001102","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01102","79500US0601102","PUMA5 01102, California",63013,"PUMA5 01102, California",3996
"G06001103","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01103","79500US0601103","PUMA5 01103, California",53670,"PUMA5 01103, California",3389
"G06001201","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01201","79500US0601201","PUMA5 01201, California",75551,"PUMA5 01201, California",8859
"G06001202","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01202","79500US0601202","PUMA5 01202, California",92713,"PUMA5 01202, California",4584
"G06001301","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01301","79500US0601301","PUMA5 01301, California",60312,"PUMA5 01301, California",3314
"G06001302","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01302","79500US0601302","PUMA5 01302, California",64126,"PUMA5 01302, California",3915
"G06001303","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01303","79500US0601303","PUMA5 01303, California",68020,"PUMA5 01303, California",4997
"G06001401","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01401","79500US0601401","PUMA5 01401, California",47434,"PUMA5 01401, California",2976
"G06001402","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01402","79500US0601402","PUMA5 01402, California",43829,"PUMA5 01402, California",2763
"G06001403","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01403","79500US0601403","PUMA5 01403, California",47982,"PUMA5 01403, California",4436
"G06001501","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01501","79500US0601501","PUMA5 01501, California",46479,"PUMA5 01501, California",2929
"G06001502","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01502","79500US0601502","PUMA5 01502, California",50452,"PUMA5 01502, California",2443
"G06001503","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01503","79500US0601503","PUMA5 01503, California",74084,"PUMA5 01503, California",3900
"G06001504","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01504","79500US0601504","PUMA5 01504, California",45493,"PUMA5 01504, California",3582
"G06001505","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01505","79500US0601505","PUMA5 01505, California",53685,"PUMA5 01505, California",4326
"G06001506","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01506","79500US0601506","PUMA5 01506, California",66768,"PUMA5 01506, California",3565
"G06001601","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01601","79500US0601601","PUMA5 01601, California",66735,"PUMA5 01601, California",3782
"G06001602","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01602","79500US0601602","PUMA5 01602, California",70095,"PUMA5 01602, California",6638
"G06001700","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01700","79500US0601700","PUMA5 01700, California",66399,"PUMA5 01700, California",4417
"G06001800","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01800","79500US0601800","PUMA5 01800, California",46789,"PUMA5 01800, California",3067
"G06001901","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01901","79500US0601901","PUMA5 01901, California",39104,"PUMA5 01901, California",3837
"G06001902","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"01902","79500US0601902","PUMA5 01902, California",48699,"PUMA5 01902, California",3155
"G06002001","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02001","79500US0602001","PUMA5 02001, California",65237,"PUMA5 02001, California",5742
"G06002002","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02002","79500US0602002","PUMA5 02002, California",45537,"PUMA5 02002, California",2743
"G06002101","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02101","79500US0602101","PUMA5 02101, California",43436,"PUMA5 02101, California",5251
"G06002102","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02102","79500US0602102","PUMA5 02102, California",80258,"PUMA5 02102, California",6777
"G06002103","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02103","79500US0602103","PUMA5 02103, California",70107,"PUMA5 02103, California",7688
"G06002104","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02104","79500US0602104","PUMA5 02104, California",92127,"PUMA5 02104, California",6839
"G06002105","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02105","79500US0602105","PUMA5 02105, California",127938,"PUMA5 02105, California",8504
"G06002106","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02106","79500US0602106","PUMA5 02106, California",71010,"PUMA5 02106, California",5729
"G06002107","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02107","79500US0602107","PUMA5 02107, California",52866,"PUMA5 02107, California",3728
"G06002108","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02108","79500US0602108","PUMA5 02108, California",71420,"PUMA5 02108, California",5257
"G06002201","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02201","79500US0602201","PUMA5 02201, California",64413,"PUMA5 02201, California",4833
"G06002202","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02202","79500US0602202","PUMA5 02202, California",80753,"PUMA5 02202, California",5614
"G06002203","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02203","79500US0602203","PUMA5 02203, California",52604,"PUMA5 02203, California",3966
"G06002204","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02204","79500US0602204","PUMA5 02204, California",93059,"PUMA5 02204, California",10645
"G06002205","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02205","79500US0602205","PUMA5 02205, California",75667,"PUMA5 02205, California",7159
"G06002206","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02206","79500US0602206","PUMA5 02206, California",79877,"PUMA5 02206, California",5797
"G06002207","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02207","79500US0602207","PUMA5 02207, California",53019,"PUMA5 02207, California",8363
"G06002301","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02301","79500US0602301","PUMA5 02301, California",77289,"PUMA5 02301, California",5599
"G06002302","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02302","79500US0602302","PUMA5 02302, California",73475,"PUMA5 02302, California",7029
"G06002303","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02303","79500US0602303","PUMA5 02303, California",84476,"PUMA5 02303, California",8715
"G06002304","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02304","79500US0602304","PUMA5 02304, California",90439,"PUMA5 02304, California",7370
"G06002305","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02305","79500US0602305","PUMA5 02305, California",87464,"PUMA5 02305, California",6654
"G06002306","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02306","79500US0602306","PUMA5 02306, California",92060,"PUMA5 02306, California",8086
"G06002401","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02401","79500US0602401","PUMA5 02401, California",60248,"PUMA5 02401, California",7207
"G06002402","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02402","79500US0602402","PUMA5 02402, California",41010,"PUMA5 02402, California",3926
"G06002403","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02403","79500US0602403","PUMA5 02403, California",83721,"PUMA5 02403, California",7665
"G06002404","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02404","79500US0602404","PUMA5 02404, California",34669,"PUMA5 02404, California",3740
"G06002405","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02405","79500US0602405","PUMA5 02405, California",65778,"PUMA5 02405, California",4542
"G06002406","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02406","79500US0602406","PUMA5 02406, California",65396,"PUMA5 02406, California",4554
"G06002407","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02407","79500US0602407","PUMA5 02407, California",61154,"PUMA5 02407, California",4666
"G06002408","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02408","79500US0602408","PUMA5 02408, California",80890,"PUMA5 02408, California",2792
"G06002409","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02409","79500US0602409","PUMA5 02409, California",86911,"PUMA5 02409, California",6043
"G06002410","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02410","79500US0602410","PUMA5 02410, California",101484,"PUMA5 02410, California",4767
"G06002500","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02500","79500US0602500","PUMA5 02500, California",47903,"PUMA5 02500, California",3948
"G06002601","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02601","79500US0602601","PUMA5 02601, California",45349,"PUMA5 02601, California",3730
"G06002602","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02602","79500US0602602","PUMA5 02602, California",51080,"PUMA5 02602, California",2769
"G06002701","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02701","79500US0602701","PUMA5 02701, California",104535,"PUMA5 02701, California",6232
"G06002702","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02702","79500US0602702","PUMA5 02702, California",95223,"PUMA5 02702, California",6567
"G06002703","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02703","79500US0602703","PUMA5 02703, California",86426,"PUMA5 02703, California",6555
"G06002704","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02704","79500US0602704","PUMA5 02704, California",92484,"PUMA5 02704, California",9519
"G06002705","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02705","79500US0602705","PUMA5 02705, California",69331,"PUMA5 02705, California",6307
"G06002706","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02706","79500US0602706","PUMA5 02706, California",76935,"PUMA5 02706, California",5880
"G06002707","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02707","79500US0602707","PUMA5 02707, California",126029,"PUMA5 02707, California",10574
"G06002708","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02708","79500US0602708","PUMA5 02708, California",81573,"PUMA5 02708, California",7729
"G06002709","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02709","79500US0602709","PUMA5 02709, California",51788,"PUMA5 02709, California",6238
"G06002710","2010","CA",,,"California","06",,,,,,,,,,,,,,,,,,"02710","79500US0602710","PUMA5 02710, California",68103,"PUMA5 02710, California",6800
