GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I25E001,NAME_M,I25M001
"G41005","2010","OR",,,"Oregon","41",,,,,,,,,,,,,"05",,,,,,"50000US4105","Congressional District 5 (111th Congress), Oregon",49629,"Congressional District 5 (111th Congress), Oregon",1432
"G42001","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"01",,,,,,"50000US4201","Congressional District 1 (111th Congress), Pennsylvania",31259,"Congressional District 1 (111th Congress), Pennsylvania",1772
"G42002","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"02",,,,,,"50000US4202","Congressional District 2 (111th Congress), Pennsylvania",34512,"Congressional District 2 (111th Congress), Pennsylvania",1824
"G42003","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"03",,,,,,"50000US4203","Congressional District 3 (111th Congress), Pennsylvania",42639,"Congressional District 3 (111th Congress), Pennsylvania",1292
"G42004","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"04",,,,,,"50000US4204","Congressional District 4 (111th Congress), Pennsylvania",54578,"Congressional District 4 (111th Congress), Pennsylvania",1355
"G42005","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"05",,,,,,"50000US4205","Congressional District 5 (111th Congress), Pennsylvania",40730,"Congressional District 5 (111th Congress), Pennsylvania",831
"G42006","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"06",,,,,,"50000US4206","Congressional District 6 (111th Congress), Pennsylvania",69222,"Congressional District 6 (111th Congress), Pennsylvania",2244
"G42007","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"07",,,,,,"50000US4207","Congressional District 7 (111th Congress), Pennsylvania",69135,"Congressional District 7 (111th Congress), Pennsylvania",2446
"G42008","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"08",,,,,,"50000US4208","Congressional District 8 (111th Congress), Pennsylvania",70008,"Congressional District 8 (111th Congress), Pennsylvania",2094
"G42009","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"09",,,,,,"50000US4209","Congressional District 9 (111th Congress), Pennsylvania",45090,"Congressional District 9 (111th Congress), Pennsylvania",1395
"G42010","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"10",,,,,,"50000US4210","Congressional District 10 (111th Congress), Pennsylvania",44684,"Congressional District 10 (111th Congress), Pennsylvania",1229
"G42011","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"11",,,,,,"50000US4211","Congressional District 11 (111th Congress), Pennsylvania",43561,"Congressional District 11 (111th Congress), Pennsylvania",2021
"G42012","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"12",,,,,,"50000US4212","Congressional District 12 (111th Congress), Pennsylvania",38581,"Congressional District 12 (111th Congress), Pennsylvania",1032
"G42013","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"13",,,,,,"50000US4213","Congressional District 13 (111th Congress), Pennsylvania",58857,"Congressional District 13 (111th Congress), Pennsylvania",2238
"G42014","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"14",,,,,,"50000US4214","Congressional District 14 (111th Congress), Pennsylvania",36084,"Congressional District 14 (111th Congress), Pennsylvania",1249
"G42015","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"15",,,,,,"50000US4215","Congressional District 15 (111th Congress), Pennsylvania",55099,"Congressional District 15 (111th Congress), Pennsylvania",1304
"G42016","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"16",,,,,,"50000US4216","Congressional District 16 (111th Congress), Pennsylvania",52893,"Congressional District 16 (111th Congress), Pennsylvania",1487
"G42017","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"17",,,,,,"50000US4217","Congressional District 17 (111th Congress), Pennsylvania",50798,"Congressional District 17 (111th Congress), Pennsylvania",1319
"G42018","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"18",,,,,,"50000US4218","Congressional District 18 (111th Congress), Pennsylvania",56507,"Congressional District 18 (111th Congress), Pennsylvania",1345
"G42019","2010","PA",,,"Pennsylvania","42",,,,,,,,,,,,,"19",,,,,,"50000US4219","Congressional District 19 (111th Congress), Pennsylvania",56357,"Congressional District 19 (111th Congress), Pennsylvania",1644
"G44001","2010","RI",,,"Rhode Island","44",,,,,,,,,,,,,"01",,,,,,"50000US4401","Congressional District 1 (111th Congress), Rhode Island",50272,"Congressional District 1 (111th Congress), Rhode Island",2118
"G44002","2010","RI",,,"Rhode Island","44",,,,,,,,,,,,,"02",,,,,,"50000US4402","Congressional District 2 (111th Congress), Rhode Island",54390,"Congressional District 2 (111th Congress), Rhode Island",1824
"G45001","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"01",,,,,,"50000US4501","Congressional District 1 (111th Congress), South Carolina",46879,"Congressional District 1 (111th Congress), South Carolina",895
"G45002","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"02",,,,,,"50000US4502","Congressional District 2 (111th Congress), South Carolina",50887,"Congressional District 2 (111th Congress), South Carolina",1254
"G45003","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"03",,,,,,"50000US4503","Congressional District 3 (111th Congress), South Carolina",38471,"Congressional District 3 (111th Congress), South Carolina",1777
"G45004","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"04",,,,,,"50000US4504","Congressional District 4 (111th Congress), South Carolina",43238,"Congressional District 4 (111th Congress), South Carolina",1736
"G45005","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"05",,,,,,"50000US4505","Congressional District 5 (111th Congress), South Carolina",38867,"Congressional District 5 (111th Congress), South Carolina",1562
"G45006","2010","SC",,,"South Carolina","45",,,,,,,,,,,,,"06",,,,,,"50000US4506","Congressional District 6 (111th Congress), South Carolina",31502,"Congressional District 6 (111th Congress), South Carolina",901
"G46000","2010","SD",,,"South Dakota","46",,,,,,,,,,,,,"00",,,,,,"50000US4600","Congressional District (at Large) (111th Congress), South Dakota",45904,"Congressional District (at Large) (111th Congress), South Dakota",1215
"G47001","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"01",,,,,,"50000US4701","Congressional District 1 (111th Congress), Tennessee",35625,"Congressional District 1 (111th Congress), Tennessee",1176
"G47002","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"02",,,,,,"50000US4702","Congressional District 2 (111th Congress), Tennessee",42095,"Congressional District 2 (111th Congress), Tennessee",1249
"G47003","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"03",,,,,,"50000US4703","Congressional District 3 (111th Congress), Tennessee",40620,"Congressional District 3 (111th Congress), Tennessee",1234
"G47004","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"04",,,,,,"50000US4704","Congressional District 4 (111th Congress), Tennessee",36301,"Congressional District 4 (111th Congress), Tennessee",1233
"G47005","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"05",,,,,,"50000US4705","Congressional District 5 (111th Congress), Tennessee",44587,"Congressional District 5 (111th Congress), Tennessee",1250
"G47006","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"06",,,,,,"50000US4706","Congressional District 6 (111th Congress), Tennessee",43712,"Congressional District 6 (111th Congress), Tennessee",1257
"G47007","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"07",,,,,,"50000US4707","Congressional District 7 (111th Congress), Tennessee",58253,"Congressional District 7 (111th Congress), Tennessee",2396
"G47008","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"08",,,,,,"50000US4708","Congressional District 8 (111th Congress), Tennessee",37427,"Congressional District 8 (111th Congress), Tennessee",1263
"G47009","2010","TN",,,"Tennessee","47",,,,,,,,,,,,,"09",,,,,,"50000US4709","Congressional District 9 (111th Congress), Tennessee",37508,"Congressional District 9 (111th Congress), Tennessee",1649
"G48001","2010","TX",,,"Texas","48",,,,,,,,,,,,,"01",,,,,,"50000US4801","Congressional District 1 (111th Congress), Texas",41351,"Congressional District 1 (111th Congress), Texas",909
"G48002","2010","TX",,,"Texas","48",,,,,,,,,,,,,"02",,,,,,"50000US4802","Congressional District 2 (111th Congress), Texas",53617,"Congressional District 2 (111th Congress), Texas",1573
"G48003","2010","TX",,,"Texas","48",,,,,,,,,,,,,"03",,,,,,"50000US4803","Congressional District 3 (111th Congress), Texas",66068,"Congressional District 3 (111th Congress), Texas",2076
"G48004","2010","TX",,,"Texas","48",,,,,,,,,,,,,"04",,,,,,"50000US4804","Congressional District 4 (111th Congress), Texas",51584,"Congressional District 4 (111th Congress), Texas",1324
"G48005","2010","TX",,,"Texas","48",,,,,,,,,,,,,"05",,,,,,"50000US4805","Congressional District 5 (111th Congress), Texas",46131,"Congressional District 5 (111th Congress), Texas",1341
"G48006","2010","TX",,,"Texas","48",,,,,,,,,,,,,"06",,,,,,"50000US4806","Congressional District 6 (111th Congress), Texas",51287,"Congressional District 6 (111th Congress), Texas",1016
"G48007","2010","TX",,,"Texas","48",,,,,,,,,,,,,"07",,,,,,"50000US4807","Congressional District 7 (111th Congress), Texas",70229,"Congressional District 7 (111th Congress), Texas",2053
"G48008","2010","TX",,,"Texas","48",,,,,,,,,,,,,"08",,,,,,"50000US4808","Congressional District 8 (111th Congress), Texas",52247,"Congressional District 8 (111th Congress), Texas",1994
"G48009","2010","TX",,,"Texas","48",,,,,,,,,,,,,"09",,,,,,"50000US4809","Congressional District 9 (111th Congress), Texas",37185,"Congressional District 9 (111th Congress), Texas",1104
"G48010","2010","TX",,,"Texas","48",,,,,,,,,,,,,"10",,,,,,"50000US4810","Congressional District 10 (111th Congress), Texas",60802,"Congressional District 10 (111th Congress), Texas",1505
"G48011","2010","TX",,,"Texas","48",,,,,,,,,,,,,"11",,,,,,"50000US4811","Congressional District 11 (111th Congress), Texas",41947,"Congressional District 11 (111th Congress), Texas",1381
"G48012","2010","TX",,,"Texas","48",,,,,,,,,,,,,"12",,,,,,"50000US4812","Congressional District 12 (111th Congress), Texas",51049,"Congressional District 12 (111th Congress), Texas",1322
"G48013","2010","TX",,,"Texas","48",,,,,,,,,,,,,"13",,,,,,"50000US4813","Congressional District 13 (111th Congress), Texas",42368,"Congressional District 13 (111th Congress), Texas",1429
"G48014","2010","TX",,,"Texas","48",,,,,,,,,,,,,"14",,,,,,"50000US4814","Congressional District 14 (111th Congress), Texas",56312,"Congressional District 14 (111th Congress), Texas",2227
"G48015","2010","TX",,,"Texas","48",,,,,,,,,,,,,"15",,,,,,"50000US4815","Congressional District 15 (111th Congress), Texas",35394,"Congressional District 15 (111th Congress), Texas",1426
"G48016","2010","TX",,,"Texas","48",,,,,,,,,,,,,"16",,,,,,"50000US4816","Congressional District 16 (111th Congress), Texas",36185,"Congressional District 16 (111th Congress), Texas",1115
"G48017","2010","TX",,,"Texas","48",,,,,,,,,,,,,"17",,,,,,"50000US4817","Congressional District 17 (111th Congress), Texas",42093,"Congressional District 17 (111th Congress), Texas",1268
"G48018","2010","TX",,,"Texas","48",,,,,,,,,,,,,"18",,,,,,"50000US4818","Congressional District 18 (111th Congress), Texas",36991,"Congressional District 18 (111th Congress), Texas",1872
"G48019","2010","TX",,,"Texas","48",,,,,,,,,,,,,"19",,,,,,"50000US4819","Congressional District 19 (111th Congress), Texas",41039,"Congressional District 19 (111th Congress), Texas",1172
"G48020","2010","TX",,,"Texas","48",,,,,,,,,,,,,"20",,,,,,"50000US4820","Congressional District 20 (111th Congress), Texas",38859,"Congressional District 20 (111th Congress), Texas",1456
"G48021","2010","TX",,,"Texas","48",,,,,,,,,,,,,"21",,,,,,"50000US4821","Congressional District 21 (111th Congress), Texas",58329,"Congressional District 21 (111th Congress), Texas",2609
"G48022","2010","TX",,,"Texas","48",,,,,,,,,,,,,"22",,,,,,"50000US4822","Congressional District 22 (111th Congress), Texas",67196,"Congressional District 22 (111th Congress), Texas",1956
"G48023","2010","TX",,,"Texas","48",,,,,,,,,,,,,"23",,,,,,"50000US4823","Congressional District 23 (111th Congress), Texas",47330,"Congressional District 23 (111th Congress), Texas",1659
"G48024","2010","TX",,,"Texas","48",,,,,,,,,,,,,"24",,,,,,"50000US4824","Congressional District 24 (111th Congress), Texas",57031,"Congressional District 24 (111th Congress), Texas",2056
"G48025","2010","TX",,,"Texas","48",,,,,,,,,,,,,"25",,,,,,"50000US4825","Congressional District 25 (111th Congress), Texas",47216,"Congressional District 25 (111th Congress), Texas",1644
"G48026","2010","TX",,,"Texas","48",,,,,,,,,,,,,"26",,,,,,"50000US4826","Congressional District 26 (111th Congress), Texas",61158,"Congressional District 26 (111th Congress), Texas",1381
"G48027","2010","TX",,,"Texas","48",,,,,,,,,,,,,"27",,,,,,"50000US4827","Congressional District 27 (111th Congress), Texas",36960,"Congressional District 27 (111th Congress), Texas",1379
"G48028","2010","TX",,,"Texas","48",,,,,,,,,,,,,"28",,,,,,"50000US4828","Congressional District 28 (111th Congress), Texas",39839,"Congressional District 28 (111th Congress), Texas",1390
"G48029","2010","TX",,,"Texas","48",,,,,,,,,,,,,"29",,,,,,"50000US4829","Congressional District 29 (111th Congress), Texas",36154,"Congressional District 29 (111th Congress), Texas",1665
"G48030","2010","TX",,,"Texas","48",,,,,,,,,,,,,"30",,,,,,"50000US4830","Congressional District 30 (111th Congress), Texas",37668,"Congressional District 30 (111th Congress), Texas",1620
"G48031","2010","TX",,,"Texas","48",,,,,,,,,,,,,"31",,,,,,"50000US4831","Congressional District 31 (111th Congress), Texas",55532,"Congressional District 31 (111th Congress), Texas",1239
"G48032","2010","TX",,,"Texas","48",,,,,,,,,,,,,"32",,,,,,"50000US4832","Congressional District 32 (111th Congress), Texas",49919,"Congressional District 32 (111th Congress), Texas",1795
"G49001","2010","UT",,,"Utah","49",,,,,,,,,,,,,"01",,,,,,"50000US4901","Congressional District 1 (111th Congress), Utah",54224,"Congressional District 1 (111th Congress), Utah",1484
"G49002","2010","UT",,,"Utah","49",,,,,,,,,,,,,"02",,,,,,"50000US4902","Congressional District 2 (111th Congress), Utah",54514,"Congressional District 2 (111th Congress), Utah",1141
"G49003","2010","UT",,,"Utah","49",,,,,,,,,,,,,"03",,,,,,"50000US4903","Congressional District 3 (111th Congress), Utah",55479,"Congressional District 3 (111th Congress), Utah",1315
"G50000","2010","VT",,,"Vermont","50",,,,,,,,,,,,,"00",,,,,,"50000US5000","Congressional District (at Large) (111th Congress), Vermont",49406,"Congressional District (at Large) (111th Congress), Vermont",1483
"G51001","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"01",,,,,,"50000US5101","Congressional District 1 (111th Congress), Virginia",68777,"Congressional District 1 (111th Congress), Virginia",2294
"G51002","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"02",,,,,,"50000US5102","Congressional District 2 (111th Congress), Virginia",57142,"Congressional District 2 (111th Congress), Virginia",1333
"G51003","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"03",,,,,,"50000US5103","Congressional District 3 (111th Congress), Virginia",41485,"Congressional District 3 (111th Congress), Virginia",1089
"G51004","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"04",,,,,,"50000US5104","Congressional District 4 (111th Congress), Virginia",58773,"Congressional District 4 (111th Congress), Virginia",2047
"G51005","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"05",,,,,,"50000US5105","Congressional District 5 (111th Congress), Virginia",41134,"Congressional District 5 (111th Congress), Virginia",1117
"G51006","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"06",,,,,,"50000US5106","Congressional District 6 (111th Congress), Virginia",45342,"Congressional District 6 (111th Congress), Virginia",1182
"G51007","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"07",,,,,,"50000US5107","Congressional District 7 (111th Congress), Virginia",61653,"Congressional District 7 (111th Congress), Virginia",1382
"G51008","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"08",,,,,,"50000US5108","Congressional District 8 (111th Congress), Virginia",88668,"Congressional District 8 (111th Congress), Virginia",2796
"G51009","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"09",,,,,,"50000US5109","Congressional District 9 (111th Congress), Virginia",35201,"Congressional District 9 (111th Congress), Virginia",1093
"G51010","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"10",,,,,,"50000US5110","Congressional District 10 (111th Congress), Virginia",98789,"Congressional District 10 (111th Congress), Virginia",3797
"G51011","2010","VA",,,"Virginia","51",,,,,,,,,,,,,"11",,,,,,"50000US5111","Congressional District 11 (111th Congress), Virginia",105560,"Congressional District 11 (111th Congress), Virginia",2306
"G53001","2010","WA",,,"Washington","53",,,,,,,,,,,,,"01",,,,,,"50000US5301","Congressional District 1 (111th Congress), Washington",72438,"Congressional District 1 (111th Congress), Washington",2389
"G53002","2010","WA",,,"Washington","53",,,,,,,,,,,,,"02",,,,,,"50000US5302","Congressional District 2 (111th Congress), Washington",54449,"Congressional District 2 (111th Congress), Washington",1810
"G53003","2010","WA",,,"Washington","53",,,,,,,,,,,,,"03",,,,,,"50000US5303","Congressional District 3 (111th Congress), Washington",51599,"Congressional District 3 (111th Congress), Washington",891
"G53004","2010","WA",,,"Washington","53",,,,,,,,,,,,,"04",,,,,,"50000US5304","Congressional District 4 (111th Congress), Washington",46591,"Congressional District 4 (111th Congress), Washington",2130
"G53005","2010","WA",,,"Washington","53",,,,,,,,,,,,,"05",,,,,,"50000US5305","Congressional District 5 (111th Congress), Washington",44048,"Congressional District 5 (111th Congress), Washington",1296
"G53006","2010","WA",,,"Washington","53",,,,,,,,,,,,,"06",,,,,,"50000US5306","Congressional District 6 (111th Congress), Washington",46683,"Congressional District 6 (111th Congress), Washington",1229
"G53007","2010","WA",,,"Washington","53",,,,,,,,,,,,,"07",,,,,,"50000US5307","Congressional District 7 (111th Congress), Washington",59358,"Congressional District 7 (111th Congress), Washington",2335
"G53008","2010","WA",,,"Washington","53",,,,,,,,,,,,,"08",,,,,,"50000US5308","Congressional District 8 (111th Congress), Washington",79260,"Congressional District 8 (111th Congress), Washington",2774
"G53009","2010","WA",,,"Washington","53",,,,,,,,,,,,,"09",,,,,,"50000US5309","Congressional District 9 (111th Congress), Washington",54647,"Congressional District 9 (111th Congress), Washington",1784
"G54001","2010","WV",,,"West Virginia","54",,,,,,,,,,,,,"01",,,,,,"50000US5401","Congressional District 1 (111th Congress), West Virginia",37859,"Congressional District 1 (111th Congress), West Virginia",1390
"G54002","2010","WV",,,"West Virginia","54",,,,,,,,,,,,,"02",,,,,,"50000US5402","Congressional District 2 (111th Congress), West Virginia",41921,"Congressional District 2 (111th Congress), West Virginia",988
"G54003","2010","WV",,,"West Virginia","54",,,,,,,,,,,,,"03",,,,,,"50000US5403","Congressional District 3 (111th Congress), West Virginia",33922,"Congressional District 3 (111th Congress), West Virginia",1489
"G55001","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"01",,,,,,"50000US5501","Congressional District 1 (111th Congress), Wisconsin",55165,"Congressional District 1 (111th Congress), Wisconsin",1472
"G55002","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"02",,,,,,"50000US5502","Congressional District 2 (111th Congress), Wisconsin",54199,"Congressional District 2 (111th Congress), Wisconsin",1559
"G55003","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"03",,,,,,"50000US5503","Congressional District 3 (111th Congress), Wisconsin",46668,"Congressional District 3 (111th Congress), Wisconsin",990
"G55004","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"04",,,,,,"50000US5504","Congressional District 4 (111th Congress), Wisconsin",34138,"Congressional District 4 (111th Congress), Wisconsin",1155
"G55005","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"05",,,,,,"50000US5505","Congressional District 5 (111th Congress), Wisconsin",64869,"Congressional District 5 (111th Congress), Wisconsin",1887
"G55006","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"06",,,,,,"50000US5506","Congressional District 6 (111th Congress), Wisconsin",48999,"Congressional District 6 (111th Congress), Wisconsin",1017
"G55007","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"07",,,,,,"50000US5507","Congressional District 7 (111th Congress), Wisconsin",43591,"Congressional District 7 (111th Congress), Wisconsin",959
"G55008","2010","WI",,,"Wisconsin","55",,,,,,,,,,,,,"08",,,,,,"50000US5508","Congressional District 8 (111th Congress), Wisconsin",47469,"Congressional District 8 (111th Congress), Wisconsin",1241
"G56000","2010","WY",,,"Wyoming","56",,,,,,,,,,,,,"00",,,,,,"50000US5600","Congressional District (at Large) (111th Congress), Wyoming",53512,"Congressional District (at Large) (111th Congress), Wyoming",1894
"G72098","2010","PR",,,"Puerto Rico","72",,,,,,,,,,,,,"98",,,,,,"50000US7298","Resident Commissioner District (at Large) (111th Congress), Puerto Rico",18862,"Resident Commissioner District (at Large) (111th Congress), Puerto Rico",324
